article_id,flood_id,language,country,sentence,sentence_num,adjective,adposition,adverb,auxiliary,coordinating conjunction,determiner,interjection,noun,numeral,particle,pronoun,proper noun,punctuation,subordinating conjunction,symbol,verb,other,verbs_imperative,verbs_subjunctive,auxiliary_modals,imperative_count,short_term_count,long_term_count,spatial_count,subjunctive_count,has_agent,has_action,has_location,srl_complete,advice,actionability_probability,actionability_score
2,252,es,Uruguay,"El comunicado de la Dirección Nacional de Meteorología dice que debido a la inestabilidad atmosférica y al ingreso de un frente frío por el suroeste del país se pueden producir precipitaciones puntualmente copiosas (50-100 mm en seis horas), rachas de viento del SW entre 75 y 90 km/h de corta duración, actividad eléctrica intensa y probable precipitación de granizo.",0,"['debido', 'atmosférica', 'frío', 'copiosas', 'rachas', 'corta', 'eléctrica', 'intensa', 'probable']","['de', 'de', 'a', 'al', 'de', 'por', 'del', 'en', 'de', 'del', 'entre', 'de', 'de']",['puntualmente'],['pueden'],"['y', 'y', 'y']","['El', 'la', 'la', 'un', 'el']",[],"['comunicado', 'inestabilidad', 'ingreso', 'frente', 'suroeste', 'país', 'precipitaciones', 'mm', 'horas', 'viento', 'duración', 'actividad', 'precipitación', 'granizo']","['50-100', 'seis', '75', '90', 'km/h']",[],['se'],"['Dirección', 'Nacional', 'Meteorología', 'SW']","['(', ')', ',', ',', '.']",['que'],[],"['dice', 'producir']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
2,252,es,Uruguay,En los departamentos del sur del Río Negro las precipitaciones serán entre 20 y 50 milímetros en seis horas y las rachas de viento que no superarían los 75 km/h.El nivel naranja de advertencia supone un riesgo meteorológico importante (fenómenos poco habituales y peligrosos para las actividades usuales).,1,"['meteorológico', 'importante', 'habituales', 'peligrosos', 'usuales']","['En', 'del', 'del', 'entre', 'en', 'de', 'de', 'para']","['no', 'poco']",['serán'],"['y', 'y', 'y']","['los', 'las', 'las', 'los', 'El', 'un', 'las']",[],"['departamentos', 'sur', 'precipitaciones', 'milímetros', 'horas', 'rachas', 'viento', 'km/h', 'nivel', 'naranja', 'advertencia', 'riesgo', 'fenómenos', 'actividades']","['20', '50', 'seis', '75']",[],['que'],"['Río', 'Negro']","['.', '(', ')', '.']",[],[],"['superarían', 'supone']",[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
2,252,es,Uruguay,"El amarillo, en tanto, es un llamado de atención.",2,"['amarillo', 'llamado']","['en', 'de']",[],['es'],[],"['El', 'un']",[],"['tanto', 'atención']",[],[],[],[],"[',', ',', '.']",[],[],[],[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
2,252,es,Uruguay,Riesgo meteorológico solo para actividades concretas.,3,"['meteorológico', 'solo', 'concretas']",['para'],[],[],[],[],[],['actividades'],[],[],[],['Riesgo'],['.'],[],[],[],[],[],[],[],0,0,0,0,0.0,0,0,0,0,0,0.0,0
3,79,pt,Brazil,"CANELA [ ABN NEWS ] Em sua segunda semana de atividades, a Páscoa em Canela terá como destaque o início das apresentações A Paixão de Cristo e Estátuas Humanas Uma Performance da Paixão de Cristo, além da continuidade da Árvore da Páscoa e Casinha do Senhor e Senhora Coelho, entre outras atrações lúdicas, culturais e religiosas na extensa agenda do evento, que prossegue até 21 de abril.",0,"['segunda', 'lúdicas', 'culturais', 'religiosas', 'extensa']","['Em', 'de', 'em', 'como', 'das', 'de', 'da', 'de', 'da', 'da', 'da', 'do', 'entre', 'na', 'do', 'até', 'de']",['além'],[],"['e', 'e', 'e', 'e']","['sua', 'a', 'o', 'A', 'outras']",[],"['semana', 'atividades', 'destaque', 'início', 'apresentações', 'continuidade', 'atrações', 'agenda', 'evento', 'abril']",['21'],[],['que'],"['CANELA', 'ABN', 'NEWS', 'Páscoa', 'Canela', 'Paixão', 'Cristo', 'Estátuas', 'Humanas', 'Uma', 'Performance', 'Paixão', 'Cristo', 'Árvore', 'Páscoa', 'Casinha', 'Senhor', 'Senhora', 'Coelho']","['[', ']', ',', ',', ',', ',', ',', '.']",[],[],"['terá', 'prossegue']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
3,79,pt,Brazil,"A Paixão de Cristo retrata um dos momentos mais importantes da história da humanidade, narrados por Maria Santíssima, que conta toda a trajetória de vida do Homem que após dois mil anos ainda é o caminho, a verdade e a vida para muitas pessoas.",1,['importantes'],"['de', 'dos', 'da', 'da', 'por', 'de', 'do', 'após', 'para']","['mais', 'ainda']",['é'],['e'],"['A', 'toda', 'a', 'o', 'a', 'a', 'muitas']",[],"['momentos', 'história', 'humanidade', 'trajetória', 'vida', 'anos', 'caminho', 'verdade', 'vida', 'pessoas']","['um', 'dois', 'mil']",[],"['que', 'que']","['Paixão', 'Cristo', 'Maria', 'Santíssima', 'Homem']","[',', ',', ',', '.']",[],[],"['retrata', 'narrados', 'conta']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
3,79,pt,Brazil,"O espetáculo, assinado pela Faces Produções, acontecerá no Parque do Lago, no sábado (12), às 21 horas, e tem entrada franca.",2,['franca'],"['pela', 'no', 'do', 'no', 'às']",[],[],['e'],['O'],[],"['espetáculo', 'sábado', 'horas', 'entrada']","['12', '21']",[],[],"['Faces', 'Produções', 'Parque', 'Lago']","[',', ',', ',', '(', ')', ',', ',', '.']",[],[],"['assinado', 'acontecerá', 'tem']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
3,79,pt,Brazil,"Sob direção de Carla Reis e Fabrício Ghomes, no elenco estão 40 atores canelenses e mais de 20 pessoas na parte de produção.",3,['canelenses'],"['Sob', 'de', 'no', 'de', 'na', 'de']",['mais'],['estão'],"['e', 'e']",[],[],"['direção', 'elenco', 'atores', 'pessoas', 'parte', 'produção']","['40', '20']",[],[],"['Carla', 'Reis', 'Fabrício', 'Ghomes']","[',', '.']",[],[],[],[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
3,79,pt,Brazil,Estátuas Humanas Uma Performance da Paixão de Cristo é igualmente uma reflexão religiosa.,4,['religiosa'],"['da', 'de']",['igualmente'],['é'],[],['uma'],[],"['Estátuas', 'reflexão']",[],[],[],"['Humanas', 'Uma', 'Performance', 'Paixão', 'Cristo']",['.'],[],[],[],[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
3,79,pt,Brazil,"Estátuas serão apresentadas por cinco personagens por meio de movimentos e performances que remetem aos momentos finais de Cristo até a ressurreição, com criação e direção de Alindor Estrella Figueroa.",5,['finais'],"['por', 'por', 'de', 'aos', 'de', 'até', 'com', 'de']",[],['serão'],"['e', 'e']",['a'],[],"['personagens', 'meio', 'movimentos', 'performances', 'momentos', 'ressurreição', 'criação', 'direção']",['cinco'],[],"['Estátuas', 'que']","['Cristo', 'Alindor', 'Estrella', 'Figueroa']","[',', '.']",[],[],"['apresentadas', 'remetem']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
3,79,pt,Brazil,"As apresentações deste final de semana de estreia serão no sábado (12), às 16 horas, e domingo (13), 11 horas, sempre em frente à Catedral de Pedra, com entrada franca.",6,['franca'],"['deste', 'de', 'de', 'no', 'às', 'em', 'à', 'de', 'com']",['sempre'],['serão'],['e'],['As'],[],"['apresentações', 'final', 'semana', 'estreia', 'sábado', 'horas', 'domingo', 'horas', 'frente', 'entrada']","['12', '16', '13', '11']",[],[],"['Catedral', 'Pedra']","['(', ')', ',', ',', '(', ')', ',', ',', ',', '.']",[],[],[],[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
3,79,pt,Brazil,"FeriadoPara a semana seguinte, marcada pelo feriado de Páscoa, o destaque será a programação religiosa.",7,"['seguinte', 'religiosa']","['pelo', 'de']",[],['será'],[],"['a', 'o', 'a']",[],"['semana', 'feriado', 'destaque', 'programação']",[],[],[],['Páscoa'],"[',', ',', '.']",[],[],"['FeriadoPara', 'marcada']",[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
4,248,en,United States of America,"FORT HOOD, Texas An alert declaring all low-water crossings off-limits to vehicles was issued at Fort Hood hours before a truck carrying 12 soldiers was knocked over by floodwaters last year, killing nine, according to a military report.",0,"['low', 'last', 'military']","['off', 'to', 'at', 'over', 'by', 'to']",[],"['was', 'was']",[],"['An', 'all', 'a', 'a']",[],"['alert', 'water', 'crossings', 'limits', 'vehicles', 'hours', 'truck', 'soldiers', 'floodwaters', 'year', 'report']","['12', 'nine']",[],[],"['FORT', 'HOOD', 'Texas', 'Fort', 'Hood']","[',', '-', '-', ',', ',', '.']",['before'],[],"['declaring', 'issued', 'carrying', 'knocked', 'killing', 'according']",[],[],[],[],0,1,0,0,0.0,0,1,1,0,0,0.0588,0
4,248,en,United States of America,"The report reviewed by The Dallas Morning News indicates that on June 2, 2016, a convoy of four Army vehicles attempted to navigate a crossing overrun by more than 7 feet of floodwaters.",1,['more'],"['by', 'on', 'of', 'by', 'than', 'of']",[],[],[],"['The', 'The', 'a', 'a']",[],"['report', 'convoy', 'vehicles', 'crossing', 'overrun', 'feet', 'floodwaters']","['2', '2016', 'four', '7']",['to'],[],"['Dallas', 'Morning', 'News', 'June', 'Army']","[',', ',', '.']",['that'],[],"['reviewed', 'indicates', 'attempted', 'navigate']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
4,248,en,United States of America,The military transport truck leading the convoy at the Central Texas post toppled over when it entered the water.,2,['military'],"['at', 'over']",[],[],[],"['The', 'the', 'the', 'the']",[],"['transport', 'truck', 'convoy', 'post', 'water']",[],[],['it'],"['Central', 'Texas']",['.'],['when'],[],"['leading', 'toppled', 'entered']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
4,248,en,United States of America,Three aboard the truck were pulled to safety but nine others died.,3,[],"['aboard', 'to']",[],['were'],['but'],['the'],[],"['truck', 'safety', 'others']","['Three', 'nine']",[],[],[],['.'],[],[],"['pulled', 'died']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
4,248,en,United States of America,"Army officials have not publicly released the report but a copy was provided to Ricky DeLeon of San Angelo, whose 19-year-old son, Isaac Lee DeLeon, was among those killed.",4,['old'],"['to', 'of', 'among']",['publicly'],"['have', 'was', 'was']",['but'],"['the', 'a', 'whose']",[],"['Army', 'officials', 'report', 'copy', 'year', 'son']",['19'],['not'],['those'],"['Ricky', 'DeLeon', 'San', 'Angelo', 'Isaac', 'Lee', 'DeLeon']","[',', '-', '-', ',', ',', '.']",[],[],"['released', 'provided', 'killed']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
4,248,en,United States of America,The family allowed the newspaper to review the report.,5,[],[],[],[],[],"['The', 'the', 'the']",[],"['family', 'newspaper', 'report']",[],['to'],[],[],['.'],[],[],"['allowed', 'review']",[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
4,248,en,United States of America,"The investigation placed much of the blame for DeLeons death on Staff Sgt. Miguel Angel Colonvazquez, a veteran of Iraq and Afghanistan and the patrol leader in the transport convoy.",6,['much'],"['of', 'for', 'on', 'of', 'in']",[],[],"['and', 'and']","['The', 'the', 'a', 'the', 'the']",[],"['investigation', 'blame', 'death', 'veteran', 'patrol', 'leader', 'transport', 'convoy']",[],[],[],"['DeLeons', 'Staff', 'Sgt', 'Miguel', 'Angel', 'Colonvazquez', 'Iraq', 'Afghanistan']","['.', ',', '.']",[],[],['placed'],[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
4,248,en,United States of America,He was among the nine who drowned in what ranks among the worst training disasters in the 75-year history of the Central Texas post.,7,['worst'],"['among', 'in', 'among', 'in', 'of']",[],['was'],[],"['the', 'the', 'the', 'the']",[],"['training', 'disasters', 'year', 'history', 'post']","['nine', '75']",[],"['He', 'who', 'what']","['Central', 'Texas']","['-', '.']",[],[],"['drowned', 'ranks']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
4,248,en,United States of America,Three other unit leaders who were not with the transport have also been recommended for reprimands.,8,['other'],"['with', 'for']",['also'],"['were', 'have', 'been']",[],['the'],[],"['unit', 'leaders', 'transport', 'reprimands']",['Three'],['not'],['who'],[],['.'],[],[],['recommended'],[],[],[],[],0,0,0,0,0.0,1,1,1,1,1,0.8235,2
4,248,en,United States of America,Their names have been redacted in the report.,9,[],['in'],[],"['have', 'been']",[],['the'],[],"['names', 'report']",[],[],['Their'],[],['.'],[],[],['redacted'],[],[],[],[],0,0,0,0,0.0,0,1,1,0,0,0.0,0
4,248,en,United States of America,"However, that doesnt satisfy DeLeons family.",10,[],[],['However'],['does'],[],[],[],['family'],[],['nt'],['that'],['DeLeons'],"[',', '.']",[],[],['satisfy'],[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
4,248,en,United States of America,His father believes the entire Fort Hood command should bear responsibility for his childs death.,11,['entire'],['for'],[],['should'],[],['the'],[],"['father', 'command', 'responsibility', 'childs', 'death']",[],[],"['His', 'his']","['Fort', 'Hood']",['.'],[],[],"['believes', 'bear']",[],[],[],['should'],0,0,0,0,0.0,1,1,1,1,0,0.098,0
4,248,en,United States of America,Our son Isaac is dead because of irresponsibility.,12,['dead'],['of'],[],['is'],[],[],[],"['son', 'irresponsibility']",[],[],['Our'],['Isaac'],['.'],['because'],[],[],[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
8,79,pt,Brazil,"Grande perigo: cidades do ES recebem alerta vermelho para chuvasO Espírito Santo recebeu alerta vermelho para acumulado de chuva, válido durante todo o sábado (5).",0,"['Grande', 'vermelho', 'vermelho', 'válido']","['do', 'para', 'para', 'de', 'durante']",[],[],[],"['todo', 'o']",[],"['perigo', 'cidades', 'chuvasO', 'chuva', 'sábado']",['5'],[],[],"['ES', 'Espírito', 'Santo']","[':', ',', '(', ')', '.']",[],[],"['recebem', 'alerta', 'recebeu', 'alerta', 'acumulado']",[],[],[],[],0,3,0,1,0.0,1,1,1,1,0,0.2549,1
8,79,pt,Brazil,"De acordo com o Instituto Nacional de Meteorologia (Inmet), pode chover mais de 100mm por dia em 32 cidades capixabas.",1,['capixabas'],"['De', 'com', 'de', 'de', 'por', 'em']",['mais'],[],[],['o'],[],"['acordo', 'mm', 'dia', 'cidades']","['100', '32']",[],[],"['Instituto', 'Nacional', 'Meteorologia', 'Inmet']","['(', ')', ',', '.']",[],[],"['pode', 'chover']",[],[],[],[],0,0,0,1,0.0,0,1,1,0,0,0.0392,0
8,79,pt,Brazil,Há alto risco de grandes alagamentos e transbordamentos de rios e grandes deslizamentos de encostas.,2,"['alto', 'grandes', 'grandes']","['de', 'de', 'de']",[],[],"['e', 'e']",[],[],"['risco', 'alagamentos', 'transbordamentos', 'rios', 'deslizamentos', 'encostas']",[],[],[],[],['.'],[],[],['Há'],[],[],[],[],0,0,0,0,0.0,0,1,0,0,0,0.0,0
8,79,pt,Brazil,"Confira, abaixo, os municípios que receberam o alerta:- Alegre- Alfredo Chaves- Anchieta- Apiacá- Atílio Vivacqua- Bom Jesus do Norte- Brejetuba- Cachoeiro de Itapemirim- Castelo- Conceição do Castelo- Divino de São Lourenço- Domingos Martins- Dores do Rio Preto- Guaçuí- Guarapari- Ibatiba- Ibitirama- Iconha- Irupi- Itapemirim- Iúna- Jerônimo Monteiro- Marataízes- Mimoso do Sul- Muniz Freire- Muqui- Piúma- Presidente Kennedy- Rio Novo do Sul- São José do Calçado- Vargem Alta- Venda Nova do Imigrante",3,[],"['do', 'de', 'do', 'de', 'do', 'do', 'do', 'do', 'do']",['abaixo'],[],['Marataízes-'],"['os', 'o', 'Itapemirim-', 'Muqui-']",[],"['municípios', 'alerta:-', 'Norte-', 'Itapemirim-', 'Guaçuí-', 'Ibatiba-', 'Irupi-', 'Presidente']",[],[],['que'],"['Confira', 'Alegre-', 'Alfredo', 'Chaves-', 'Anchieta-', 'Apiacá-', 'Atílio', 'Vivacqua-', 'Bom', 'Jesus', 'Brejetuba-', 'Cachoeiro', 'Castelo-', 'Conceição', 'Castelo-', 'Divino', 'São', 'Lourenço-', 'Domingos', 'Martins-', 'Dores', 'Rio', 'Preto-', 'Guarapari-', 'Ibitirama-', 'Iconha-', 'Iúna-', 'Jerônimo', 'Monteiro-', 'Mimoso', 'Sul-', 'Muniz', 'Freire-', 'Kennedy-', 'Rio', 'Novo', 'Sul-', 'São', 'José', 'Calçado-', 'Vargem', 'Alta-', 'Venda', 'Nova', 'Imigrante']","[',', ',', 'Piúma-']",[],[],['receberam'],[],[],[],[],0,0,0,1,0.0,1,1,0,0,0,0.0392,0
9,79,pt,Brazil,Só de ouvir o barulho da chuva já fico desesperada.,0,[],['da'],"['Só', 'já', 'fico']",[],[],['o'],[],"['barulho', 'chuva']",[],[],[],[],['.'],['de'],[],"['ouvir', 'desesperada']",[],[],[],[],0,0,0,0,0.0,0,1,0,0,0,0.0,0
9,79,pt,Brazil,"Vem aquela ansiedade, o coração fica acelerado e começo a chorar.",1,[],[],[],[],['e'],"['aquela', 'o']",[],"['ansiedade', 'coração']",[],[],[],[],"[',', '.']",['a'],[],"['Vem', 'fica', 'acelerado', 'começo', 'chorar']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
9,79,pt,Brazil,Quando chove à noite eu não durmo e fico na janela olhando o rio para ver se ele está subindo'.,2,['fico'],"['à', 'na']",['não'],['está'],['e'],['o'],[],"['noite', 'janela', 'rio']",[],[],"['eu', 'ele']",[],"[""'"", '.']","['Quando', 'para', 'se']",[],"['chove', 'durmo', 'olhando', 'ver', 'subindo']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
9,79,pt,Brazil,"O relato é da guia de turismo Carla Suzart, de 47 anos, que mora no bairro Coqueiral, em Recife (PE), e há dois anos viu a casa ser invadida pelo transbordamento do rio Tejipió, após os temporais, que, ao todo, mataram ao menos 147 pessoas na Região Metropolitana do Recife.",3,[],"['da', 'de', 'de', 'no', 'em', 'pelo', 'do', 'após', 'ao', 'ao', 'na', 'do']",['menos'],"['é', 'ser']",['e'],"['O', 'a', 'os']",[],"['relato', 'guia', 'turismo', 'anos', 'bairro', 'anos', 'casa', 'transbordamento', 'rio', 'temporais', 'todo', 'pessoas']","['47', 'dois', '147']",[],"['que', 'que']","['Carla', 'Suzart', 'Coqueiral', 'Recife', 'PE', 'Tejipió', 'Região', 'Metropolitana', 'Recife']","[',', ',', ',', '(', ')', ',', ',', ',', ',', ',', '.']",[],[],"['mora', 'há', 'viu', 'invadida', 'mataram']",[],[],[],[],0,0,0,2,0.0,1,1,1,1,0,0.1176,0
9,79,pt,Brazil,"Sentimentos como os relatados pela guia de turismo são comuns em pessoas que enfrentaram alguma tragédia ou trauma e podem desencadear o transtorno de estresse pós-traumático o TEPT, como as vítimas das enchentes que atingem cidade do Rio Grande do Sul.",4,"['comuns', 'pós-traumático']","['como', 'pela', 'de', 'em', 'de', 'como', 'das', 'do', 'do']",[],['são'],"['ou', 'e']","['os', 'alguma', 'o', 'o', 'as']",[],"['guia', 'turismo', 'pessoas', 'tragédia', 'trauma', 'transtorno', 'estresse', 'vítimas', 'enchentes', 'cidade']",[],[],"['que', 'que']","['Sentimentos', 'TEPT', 'Rio', 'Grande', 'Sul']","[',', '.']",[],[],"['relatados', 'enfrentaram', 'podem', 'desencadear', 'atingem']",[],[],[],[],0,0,0,1,0.0,1,1,1,1,0,0.0784,0
9,79,pt,Brazil,"Em 2022, segundo Carla, a água chegou a atingir mais de um 1,5 metro de altura dentro de casa e a família perdeu diversos móveis e eletrodomésticos.",5,"['diversos', 'eletrodomésticos']","['Em', 'segundo', 'de', 'de', 'de']","['mais', 'dentro']",[],"['e', 'e']","['a', 'a']",[],"['água', 'metro', 'altura', 'casa', 'família', 'móveis']","['2022', 'um', '1,5']",[],[],['Carla'],"[',', ',', '.']",['a'],[],"['chegou', 'atingir', 'perdeu']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
9,79,pt,Brazil,"Sem conseguir deixar a residência, que é própria, ela conta que a família precisou adaptar a casa para se proteger das enchentes.",6,['própria'],['das'],[],['é'],[],"['a', 'a', 'a']",[],"['residência', 'família', 'casa', 'enchentes']",[],[],"['que', 'ela', 'se']",[],"[',', ',', '.']","['Sem', 'que', 'para']",[],"['conseguir', 'deixar', 'conta', 'precisou', 'adaptar', 'proteger']",[],[],[],[],0,0,0,0,0.0,1,1,0,0,0,0.0,0
9,79,pt,Brazil,Os móveis hoje são de cimento para evitar que se estraguem com o contato com a água e ela construiu com o marido mais um andar no imóvel.,7,[],"['de', 'com', 'com', 'com', 'no']","['hoje', 'mais']",['são'],['e'],"['Os', 'o', 'a', 'o']",[],"['móveis', 'cimento', 'contato', 'água', 'marido', 'andar', 'imóvel']",['um'],[],"['se', 'ela']",[],['.'],"['para', 'que']",[],"['evitar', 'estraguem', 'construiu']",[],[],['estraguem'],[],0,0,0,0,0.0,1,1,1,1,0,0.098,0
9,79,pt,Brazil,"Nessa época de chuvas, subimos geladeira, fogão e móveis para esse andar e na nossa casa deixamos apenas o colchão, que é fácil de tirar em caso de enchente.",8,"['geladeira', 'fácil']","['Nessa', 'de', 'para', 'na', 'em', 'de']",['apenas'],['é'],"['e', 'e']","['esse', 'nossa', 'o']",[],"['época', 'chuvas', 'fogão', 'móveis', 'andar', 'casa', 'colchão', 'caso', 'enchente']",[],[],['que'],[],"[',', ',', ',', '.']",['de'],[],"['subimos', 'deixamos', 'tirar']",[],[],[],[],0,0,0,0,0.0,1,1,1,1,0,0.0392,0
